1 2 3
63 33 3230
71 10 3746
32 2 1843
65 55 3719
58 40 1257
43 45 4270
1 3 778
58 44 2840
64 40 3796
7 34 3953
42 30 5086
62 57 4455
3 2 3025
26 15 3992
71 43 4044
13 36 1576
69 59 1839
27 41 4477
43 63 4510
71 69 3498
21 35 5069
69 33 4981
25 49 4736
60 22 3347
56 60 2523
35 24 3858
15 44 533
31 37 3674
46 10 2303
18 59 895
62 56 5030
34 66 3789
16 27 2074
28 59 2832
72 3 4397
43 65 3309
50 60 4423
43 33 3878
43 70 4875
24 55 2353
40 61 3517
67 14 3394
57 47 1554
14 47 5155
31 45 4844
32 20 4783
61 30 2551
40 44 5168
21 15 1870
42 71 2831
55 41 43
37 61 325
15 55 4791
47 13 335
44 36 3681
10 64 733
4 41 4737
38 67 257
52 19 4699
15 42 3302
65 2 309
30 7 3232
13 65 343
26 72 3821
34 18 4569
50 19 3342
3 9 1469
68 67 3970
2 13 2308
39 51 1799
58 20 2003
69 48 171
5 41 3683
31 17 858
18 17 1236
14 7 2431
70 18 5155
25 2 1993
61 9 1821
68 49 5137
63 66 4444
38 64 3477
59 3 3654
61 8 711
71 50 1931
30 71 492
17 1 184
4 1 2190
16 6 2771
56 71 2390
34 21 2769
58 21 3204
7 62 3690
46 65 3386
30 58 2747
28 60 309
13 51 3313
8 36 2620
48 6 4173
57 64 5177
56 19 4945
34 35 1324
10 6 3052
52 58 2503
61 56 3692
11 72 1743
41 33 1599
16 1 838
46 18 1967
15 50 893
22 62 3357
50 42 4883
37 35 3542
31 40 3948
52 61 3848
68 20 3158
57 33 3863
68 64 2980
30 43 1046
63 11 2757
43 18 347
72 39 4652
29 52 5037
29 17 1615
52 40 602
28 19 4178
15 2 5134
22 70 3144
47 8 4974
34 11 4900
69 5 2394
72 43 517
59 49 1581
45 71 2001
26 20 3540
46 23 3730
36 39 1817
25 29 3471
42 59 4327
13 69 4525
29 40 2885
26 32 1338
1 30 476
14 8 2588
16 21 2182
34 48 4162
61 11 632
1 53 2363
58 56 3741
61 16 3551
67 22 960
56 1 2007
34 37 4820
45 20 3236
48 66 3391
49 64 3796
12 20 2526
42 47 5000
12 39 335
59 29 453
59 16 1272
34 8 1470
52 59 2572
12 30 4079
29 45 2656
52 11 1047
52 72 2694
48 35 4177
10 42 3427
45 1 1485
33 51 3707
4 39 195
70 21 5120
8 46 2119
48 17 2686
57 49 3391
26 9 4814
66 22 2271
67 36 4943
44 2 450
3 7 2744
69 57 980
32 13 2075
21 51 4145
5 67 2554
25 46 4057
27 47 3979
3 55 1033
68 57 2578
9 22 669
53 5 2033
19 72 731
72 16 2268
28 9 2786
27 13 2247
24 26 626
66 70 2107
21 42 4329
8 11 3176
33 39 3935
61 59 1206
63 38 2283
12 32 1963
6 70 2206
24 18 2246
24 34 3
16 12 2386
3 39 1013
67 52 1143
33 30 2528
25 26 3316
36 48 4968
45 58 604
8 24 2679
57 35 3056
25 71 557
13 55 371
22 1 3146
24 38 4657
55 49 4168
30 62 1823
12 38 3009
16 23 4462
10 37 2073
19 57 3516
22 38 1778
64 58 4718
17 66 2017
59 6 4284
11 56 1480
25 38 877
10 18 4951
34 23 5113
8 21 226
26 47 3777
51 64 2234
35 17 615
15 68 1249
1 27 4176
15 70 2532
41 52 2232
43 25 4384
39 52 4256
28 39 3497
45 53 3978
53 46 2126
51 40 927
41 35 1648
54 38 4157
56 66 3941
6 27 4524
57 66 3067
15 28 190
27 26 4348
72 49 3781
11 23 278
6 30 4436
67 62 1876
24 3 2646
46 7 2158
17 4 4200
66 24 4072
60 43 4367
20 2 3098
2 16 4268
46 9 4033
11 67 2583
72 40 2588
36 41 506
50 70 3522
59 24 5025
47 61 3594
34 71 2667
16 42 2648
46 30 1207
58 28 3189
70 62 546
52 56 2513
15 41 3143
46 52 3484
72 59 1799
20 31 796
17 57 1583
36 20 5
36 72 4502
49 15 2096
69 49 4604
44 21 3471
64 66 594
70 17 3202
13 50 1516
17 68 2700
13 9 4323
45 52 1376
22 72 1690
35 55 4679
42 5 1747
72 62 1849
69 32 3295
57 25 1726
25 68 3621
14 42 2010
25 42 4787
27 63 775
42 1 5096
52 27 507
54 70 3955
65 30 1306
28 6 156
18 68 811
2 66 4557
16 67 2885
71 57 1763
72 56 1827
72 63 4148
45 33 38
7 50 2951
13 44 4683
64 5 935
28 65 5073
26 5 2959
34 63 548
69 16 3314
43 44 318
33 46 983
41 30 2138
55 51 268
62 43 4610
46 63 1140
64 60 3600
59 63 1422
46 61 729
19 9 4876
3 43 2054
46 71 5138
15 7 2715
21 41 703
28 18 3884
72 53 681
14 50 1139
62 41 1229
1 63 3798
7 56 3343
51 3 4913
33 8 2135
61 66 523
40 46 3940
13 35 4853
21 30 3261
17 34 2992
71 68 2145
45 59 2309
71 35 1734
6 72 2535
20 55 1959
57 16 3039
64 53 263
58 14 2202
38 20 734
31 38 4772
31 51 4538
59 70 1045
60 69 3638
50 47 4355
58 16 251
8 57 4481
6 42 3491
16 64 3019
31 28 2720
63 47 1534
27 50 2040
3 5 784
50 37 2835
22 2 2461
4 2 84
51 28 808
17 27 1463
11 10 62
63 65 946
47 40 5008
47 69 518
43 31 2303
72 28 693
30 40 3473
50 49 3221
4 31 1421
12 60 4417
13 19 1104
36 49 605
50 43 1435
9 35 3547
67 12 1796
60 30 262
58 17 3615
26 8 3385
34 15 3319
12 35 5073
56 28 1281
5 44 1486
10 8 1259
27 51 5039
60 65 1716
10 57 3829
27 72 2812
65 18 1138
43 27 3865
9 1 4876
8 65 4212
2 41 4014
29 18 3056
36 37 2628
37 1 2003
38 34 2803
39 14 4569
40 7 4622
41 39 4511
42 6 3280
43 17 4453
44 37 2924
45 8 4505
46 22 1438
47 31 2261
48 13 3426
49 33 5089
50 44 159
51 47 2037
52 31 4731
53 15 4056
54 7 4260
55 43 1337
56 13 3488
57 40 687
58 28 1619
59 32 5311
60 29 808
61 25 684
62 31 1609
63 21 2890
64 6 2837
65 29 278
66 27 2484
67 42 3592
68 66 5228
69 33 2965
70 56 2389
71 51 1258
72 12 1594
73 25 860
1 2 3214
62 40 4529
67 2 5214
35 62 4932
5 45 4541
12 32 4310
71 52 4675
28 25 3767
57 8 2928
52 25 248
25 56 1108
11 44 1951
14 21 4053
45 55 2435
70 44 2626
70 39 5196
73 21 1524
60 48 5182
31 7 3745
66 15 3993
1 54 1874
68 24 597
9 29 4650
37 10 3857
18 37 3255
14 3 5223
70 23 1419
57 54 3373
71 68 387
21 44 20
56 45 2118
32 39 1979
45 31 4270
7 52 4118
53 69 2767
23 9 5089
64 62 350
7 45 5221
22 27 3009
28 47 1666
33 29 3154
18 45 5220
10 73 1585
47 7 5067
61 59 317
38 65 5273
18 39 4880
60 45 545
10 51 4716
26 62 4178
70 21 3898
69 22 3650
34 32 803
70 62 2107
27 49 762
36 70 23
37 71 1887
26 58 4543
44 51 708
15 3 1427
16 57 263
46 52 4665
30 69 2725
14 65 2916
4 2 1926
20 37 4623
28 57 2212
17 10 2472
41 70 838
27 37 4430
10 65 3364
62 58 2721
41 66 2880
33 46 1919
18 1 1719
39 26 3644
22 32 4228
15 22 4027
36 62 1306
71 15 12
32 9 4310
46 59 1788
22 3 4432
49 20 2339
27 41 34
6 40 201
2 28 4519
72 27 4531
30 35 284
68 31 5001
37 51 1065
40 15 3176
47 69 4703
6 15 1714
33 39 3849
22 5 4051
23 6 3259
16 4 2409
5 18 1932
54 69 4720
3 33 3968
46 56 1192
10 29 4107
25 19 1915
72 45 4789
5 50 2719
4 38 5129
65 55 3833
45 50 3225
47 9 3965
3 48 5157
12 61 707
21 6 4723
64 40 1112
72 22 2470
43 26 314
46 29 2249
48 17 1688
6 10 324
64 20 3109
25 24 543
60 14 1312
5 70 895
50 23 1212
72 68 2246
58 27 4309
35 26 3739
40 19 836
47 59 3089
50 14 4923
73 46 821
71 45 5262
51 64 1516
73 36 3412
52 19 4330
5 6 4192
12 24 4655
29 63 3124
62 20 2526
58 12 2664
30 31 1347
1 21 3806
49 61 1178
68 27 4279
13 50 1436
2 8 2746
25 49 365
71 18 921
18 62 4566
71 30 1350
34 60 2183
52 44 1822
46 3 2978
40 70 4318
12 67 1431
46 68 2736
18 4 3368
13 31 74
1 55 1004
31 18 4599
1 68 4212
28 66 1175
31 35 4646
27 30 1737
20 1 4467
72 36 4614
2 31 1898
59 43 103
61 27 4976
43 41 540
25 5 4521
1 13 2126
35 60 400
64 29 2083
48 28 4855
67 43 476
8 44 664
34 1 4155
61 70 94
28 27 3859
53 35 52
32 35 648
41 53 2662
60 43 3185
26 1 4948
63 67 3896
12 59 1514
20 19 4564
71 6 1933
19 18 1943
67 70 2342
46 28 3674
21 52 5259
39 38 1051
69 64 321
54 37 3291
65 33 794
30 36 2419
68 17 2262
14 36 3009
59 13 3062
49 42 4841
59 3 2492
24 32 427
27 18 3774
18 50 1340
21 26 450
21 39 3097
21 25 4715
18 73 2128
25 57 3414
11 59 2678
34 2 5206
15 46 3189
32 8 4723
66 19 3894
61 39 4138
57 43 2059
15 64 1702
42 8 80
53 32 866
20 26 762
54 59 4048
62 57 4589
39 16 3574
17 65 2773
26 36 403
3 20 2927
3 18 2698
10 60 4879
17 23 3654
64 27 5139
24 64 3868
57 52 1880
31 17 1676
13 18 3841
12 43 2417
50 30 5283
42 16 3751
39 9 3664
12 10 2795
16 73 2456
38 44 2967
1 27 2851
17 8 3082
18 54 758
45 46 937
58 73 4044
73 28 1293
8 27 3421
1 48 3874
1 22 909
7 43 5041
54 43 2496
43 44 3728
59 45 3473
14 16 306
3 73 4523
16 56 5062
68 48 2809
58 48 3351
47 48 1020
8 39 2887
12 3 870
10 45 1716
9 72 451
8 70 4847
8 22 1776
66 69 5127
39 28 818
46 50 477
41 52 1347
34 8 5164
49 6 412
17 56 3956
15 47 1089
28 21 56
35 42 1832
11 22 1630
50 49 4549
6 25 5027
31 60 1045
56 37 3615
73 19 4344
71 49 104
25 54 161
59 22 4094
70 43 396
30 2 4945
19 26 4643
49 70 2461
24 47 114
46 14 3508
12 70 2050
49 67 1425
64 18 4982
6 3 4639
67 28 1836
31 5 4693
63 1 1825
13 32 4040
59 29 2219
20 29 601
58 3 5290
4 9 2064
28 5 1974
5 16 582
13 62 596
70 72 1374
22 57 1986
35 21 3908
54 33 4509
23 36 1242
10 28 3307
37 32 2053
41 31 4736
25 22 953
70 35 2269
26 31 2032
30 13 1019
50 37 1057
10 20 333
45 6 1729
56 12 1327
71 21 1059
28 12 45
49 16 2434
67 6 562
9 52 2165
45 26 1662
50 12 1310
5 1 3039
60 12 1138
57 32 2198
11 27 4344
44 27 1450
37 16 4113
29 67 3050
57 1 2348
21 22 2791
16 19 2431
16 65 5264
27 36 2547
42 28 4804
68 65 3606
5 39 2751
21 48 3128
71 16 1433
72 29 2886
40 33 2088
41 48 500
63 47 1952
72 57 1314
48 25 2874
34 3 221
48 8 1120
9 12 802
71 9 307
28 64 4261
51 14 1373
23 55 2864
12 44 1231
50 26 2147
50 57 1149
61 2 4055
48 49 3681
73 41 42
56 22 4488
55 50 4551
9 27 1061
52 33 4238
69 45 3754
43 5 4875
73 39 3690
38 26 1777
6 73 641
37 72 5134
64 55 4499
23 35 5138
33 58 3875
66 62 2249
21 29 1906
47 29 49
39 56 4402
3 39 4208
66 4 150
2 23 318
36 51 1648
21 42 91
9 28 1628
13 40 3535
1 52 1172
61 52 3700
44 1 3102
9 48 1399
12 52 3079
34 69 2570
34 46 704
41 59 1327
72 59 4429
60 72 2251
32 50 2723
2 51 2598
67 9 3997
62 61 3849
6 33 4758
51 5 4445
23 52 178
8 66 1547
67 26 860
19 47 3424
27 14 987
71 67 4862
31 64 4465
62 41 674
38 63 2915
54 71 3256
68 64 2697
37 39 1161
14 37 446
44 14 473
57 53 892
31 24 92
37 57 1643
33 38 1259
61 16 503
58 36 5140
51 15 3249
48 35 467
19 48 3041
2 27 3934
36 34 2358
43 38 98
67 55 3666
15 73 4149
48 43 3501
9 57 1313
56 32 3358
67 24 5129
11 31 573
48 56 4532
33 61 1930
47 44 750
61 19 649
21 24 4890
68 51 5163
53 42 429
37 35 3284
41 46 3168
30 4 5251
20 36 3605
7 53 2540
34 73 1197
52 50 706
2 33 4569
52 13 540
69 49 4581
17 60 327
65 34 4666
11 53 5043
1 32 4356
34 16 224
69 65 3032
55 24 4373
17 20 4914
13 68 938
73 63 938
1 53 4894
69 32 4609
66 54 436
47 61 4810
64 7 1167
62 59 3096
51 12 5238
70 37 5004
49 40 3247
31 55 2688
28 60 93
19 67 3295
11 41 1038
10 27 2320
55 69 87
17 64 2098
13 27 1773
46 51 5020
37 68 3063
18 56 2199
61 3 2292
11 5 2488
21 16 3770
21 9 3853
5 48 1002
19 64 1357
73 60 3047
5 32 307
61 68 3075
49 52 509
35 8 2636
40 71 4830
39 29 2733
31 14 5057
62 67 39
23 39 2248
28 70 2555
72 49 2403
41 60 4479
3 43 1448
12 65 1158
34 20 663
48 33 392
37 73 4025
67 66 5161
18 36 4311
21 5 430
14 40 571
5 14 166
25 20 4229
57 31 5068
51 8 2292
65 51 720
59 68 3478
26 70 1027
11 23 1400
34 68 237
43 50 1234
10 8 3074
39 35 1068
73 26 1346
67 73 2111
64 26 1442
62 5 4651
56 7 1396
55 49 1503
48 42 3262
57 29 4850
6 63 590
5 72 4037
55 56 819
65 11 4353
39 31 2062
27 67 5168
24 8 4775
71 34 4809
38 46 4330
27 19 1692
15 18 400
69 73 1220
54 64 3474
49 21 2563
36 56 4314
52 27 4264
44 57 231
4 32 3845
61 67 3337
2 68 3738
55 51 1730
35 41 1976
14 72 2184
2 12 3406
17 55 2368
29 42 2910
62 17 4555
33 67 4665
66 16 2958
44 34 355
49 28 3392
46 10 247
63 32 3518
58 8 2496
23 24 4933
64 71 4759
64 12 4719
57 5 3642
29 70 5101
68 40 2506
58 72 4634
3 44 1651
32 17 4659
30 1 3644
44 23 1769
70 73 1016
60 11 406
44 15 820
56 11 592
50 34 5200
18 32 4505
5 59 2928
36 3 2259
49 60 2675
19 10 1217
15 63 2895
9 50 3708
35 4 5093
36 59 2694
45 20 4390
62 21 974
41 25 4739
70 14 1040
41 61 766
34 21 2078
23 69 4407
72 38 3914
59 21 4241
29 71 1933
48 65 2724
52 17 4793
4 12 1233
47 65 5261
66 13 4955
71 32 890
70 15 5197
6 68 454
42 26 356
65 4 4461
22 68 2940
71 11 1019
68 25 3868
54 42 2692
20 61 3574
71 61 3161
44 22 568
47 21 1392
26 60 1787
23 53 2664
1 62 3305
15 4 535
69 1 3150
18 7 2893
15 57 1769
20 41 2164
41 30 2700
50 73 4487
72 53 3924
3 67 2398
3 31 1812
6 55 4800
63 66 291
53 24 3356
36 41 5111
61 15 1136
1 15 674
1 33 4744
37 15 3250
61 17 3885
47 22 2327
29 4 4506
5 61 1914
28 43 198
40 51 4449
71 24 2927
55 60 1117
20 47 3307
20 8 520
67 13 2847
39 67 2833
55 22 1034
34 57 4347
37 8 4534
34 31 2133
23 19 4500
29 38 3485
38 15 780
39 4 2313
60 59 1971
43 20 2210
54 65 4918
53 9 1712
63 3 5058
11 18 509
49 5 2822
20 2 1513
14 32 995
71 1 4575
18 35 2031
55 26 3722
18 17 4451
57 6 220
5 17 3287
53 66 4817
41 37 3954
56 10 3935
56 43 797
50 10 2860
11 20 1786
72 20 5073
59 52 375
6 31 2979
62 55 972
59 37 2060
52 4 2395
1 7 2187
71 57 2197
11 33 3578
30 67 730
33 14 3692
69 25 4630
10 11 5057
49 18 881
69 35 2741
72 21 3298
18 61 3008
28 20 1258
42 71 4089
58 68 4553
37 19 627
47 14 355
22 31 3337
20 73 725
51 1 3657
54 9 5250
6 50 3957
3 24 3743
17 3 4400
9 6 733
61 7 2146
61 28 4370
57 73 4336
34 37 183
13 43 2303
19 12 5285
68 11 396
2 15 2164
40 66 825
52 72 448
27 43 1780
10 43 788
43 63 3072
47 57 245
21 18 1057
35 50 1190
54 73 3284
3 11 728
38 9 3277
64 52 5057
63 27 2167
70 65 4738
27 33 1755
14 67 2506
15 14 2175
64 36 1936
25 1 3155
29 14 912
47 67 2683
10 54 631
23 32 5238
41 69 1434
64 43 3862
15 27 3789
4 20 1665
57 4 2310
43 34 1777
69 19 1041
27 25 2151
9 45 4442
34 40 547
24 66 4409
38 20 2870
26 23 1307
9 55 2677
69 29 3141
18 30 3881
44 54 703
53 10 5145
13 49 364
13 57 1358
20 9 2037
48 62 4870
8 9 3944
2 26 4688
70 45 4558
6 7 247
39 63 4208
64 3 2642
35 22 3819
64 61 5197
39 52 679
26 37 2238
45 38 1027
69 16 1306
59 63 4346
45 61 3415
50 68 4521
68 3 1571
9 3 4339
12 66 2531
7 65 609
49 54 4955
36 28 63
22 67 4193
52 30 640
60 16 1751
1 38 4637
23 33 1636
56 24 4912
8 72 2686
56 19 2930
31 72 905
35 6 3224
49 46 4086
64 45 1344
25 45 4358
63 51 3499
5 33 4033
26 24 819
69 6 4398
63 36 2774
19 5 1214
37 23 3847
61 54 4841
24 43 2263
57 41 1918
36 47 988
25 66 3762
27 54 4976
63 4 266
22 58 4158
52 14 1290
73 31 1131
73 49 2475
34 42 1913
69 15 5002
4 64 208
30 45 1956
16 31 3417
30 7 869
23 63 3673
43 47 4670
37 47 1437
73 53 2339
32 31 871
63 64 4602
47 34 5324
40 41 5241
63 10 4995
62 6 3806
4 55 3563
73 38 241
16 18 2157
69 7 1985
56 69 2866
29 73 2533
41 63 3414
69 3 4132
4 6 2556
13 5 3742
10 52 1222
5 55 3424
48 46 1566
9 7 4380
14 9 5122
18 12 4794
2 21 1122
9 34 5282
47 62 3656
52 58 2677
6 17 1961
31 65 1593
39 72 644
36 7 2538
33 55 4912
31 53 2097
41 10 3984
48 61 1251
8 28 2653
73 27 4472
12 8 5035
35 45 694
15 12 2001
18 51 3245
46 61 2422
41 3 5270
1 4 2437
12 11 4244
61 35 625
1 49 4333
35 20 1799
34 15 3800
1 58 1246
36 2 4925
7 16 2646
50 40 1610
48 40 3439
19 71 2357
38 23 3875
13 33 1792
60 38 3253
34 6 1335
52 3 3693
16 10 4340
12 42 803
59 57 4333
37 46 3066
35 66 2833
72 18 4984
59 51 2272
8 14 3297
35 29 1100
47 52 1291
6 37 236
33 64 785
19 15 840
25 36 2344
29 22 1649
39 13 3560
69 40 2725
20 70 4293
55 3 518
72 35 3209
54 4 984
57 3 1824
21 67 2270
56 59 2372
61 13 4746
20 14 1800
43 22 4796
33 41 5125
16 59 3005
69 63 761
36 49 4687
56 26 1628
23 68 4000
67 8 189
51 60 922
16 70 4158
30 6 4983
45 65 4760
32 60 1399
47 27 548
66 60 1396
40 35 757
35 55 1850
38 10 235
53 34 929
45 2 582
11 51 1064
4 17 5040
34 56 3375
27 16 4774
43 52 1580
14 66 1909
34 39 4144
19 21 1656
70 47 564
67 50 4084
29 54 752
28 11 5086
64 42 5019
52 18 3650
54 22 5306
50 69 2642
26 25 1555
12 63 1201
61 53 877
17 73 447
22 45 5264
1 59 3615
30 68 2675
36 38 489
70 4 3258
9 70 4411
66 64 2180
28 56 4051
73 43 3729
35 71 4874
49 19 3772
41 9 2725
38 27 1613
70 31 2242
34 4 1734
33 47 134
19 30 1107
19 34 5065
37 11 2607
36 22 2095
55 71 3412
60 70 2872
38 16 858
35 15 2590
37 49 4428
50 29 4940
12 34 1706
11 73 2490
21 36 3235
1 45 4425
47 11 2017
22 10 729
3 62 4141
49 32 2911
60 15 72
36 53 733
71 60 1975
26 16 1536
37 63 4746
32 15 2490
70 17 1405
50 15 2610
10 47 192
53 45 2366
15 24 3099
69 11 1846
10 57 1037
64 8 916
22 4 5151
40 38 4435
23 47 2056
53 26 714
10 40 3292
44 35 1242
23 27 3921
72 25 573
47 16 1489
68 4 1311
18 41 2519
50 4 3291
18 70 3241
48 11 3795
13 22 713
39 58 1372
20 59 4900
66 26 4277
1 73 2317
73 13 1446
40 47 602
60 64 3927
68 70 5296
17 38 3441
37 24 5113
4 33 1251
16 32 1066
69 43 5292
14 30 2734
70 1 627
57 17 3979
28 69 5054
63 44 3289
19 55 4751
14 24 1486
32 68 2170
31 12 3292
32 55 1581
32 3 823
61 14 5271
62 42 2088
35 12 48
53 50 4799
50 58 956
23 64 3492
11 2 2500
42 50 353
46 21 1299
49 64 858
30 24 1191
32 44 1688
43 61 3616
20 60 3751
19 4 4991
52 8 5074
71 23 3569
7 26 3590
1 47 202
12 1 798
15 56 289
26 48 3776
29 2 3014
46 53 1342
67 34 4284
43 40 4674
51 54 2183
65 13 5276
2 49 29
9 35 200
68 18 589
12 57 5184
26 18 2974
5 67 3329
9 68 4018
1 64 60
58 65 4214
52 32 1371
63 72 3327
72 73 973
4 5 2308
73 7 1914
60 9 3289
58 42 1662
56 38 3741
71 22 1817
64 53 4671
69 59 1911
5 9 962
54 17 2382
51 22 971
13 10 287
64 46 4981
6 56 5094
73 64 1793
60 4 1454
47 2 1433
59 39 411
69 38 4117
8 50 3615
61 38 1356
44 9 3265
39 48 1351
7 19 5078
62 65 4573
20 27 1877
54 36 4986
71 36 4053
30 58 320
36 12 2903
11 58 2732
58 25 3256
46 57 617
60 36 2246
6 59 1342
53 33 4492
1 14 4744
25 3 2436
65 20 1032
68 63 1505
58 55 5204
71 4 5040
31 71 3221
57 70 796
40 4 4940
62 73 3116
42 20 881
64 59 5233
55 11 242
60 1 2389
57 67 2340
58 9 3718
53 49 72
13 37 2391
52 45 4921
51 28 2680
71 66 4061
21 53 4353
25 62 1276
28 38 4373
3 37 3290
23 3 2096
12 62 5012
63 17 1376
24 28 828
30 25 2322
38 70 3598
64 9 2175
21 43 418
10 67 4169
35 14 5122
69 48 5026
55 12 2176
61 73 5149
69 5 3349
30 9 1322
22 50 2323
44 29 1421
34 10 4718
1 36 2610
41 13 3128
59 38 3519
58 69 4059
67 4 3439
42 65 4578
31 40 4610
66 22 2444
63 11 2274
13 53 1127
28 72 5051
20 39 3181
4 23 3280
40 55 5205
61 66 2633
2 64 271
69 14 4930
30 32 3868
13 35 532
46 36 2979
47 26 3251
7 50 2215
26 44 532
46 9 1453
60 40 5321
56 58 2625
41 28 14
45 28 1659
5 7 5226
38 32 928
62 24 107
30 51 121
32 65 1682
10 61 1048
62 49 5143
12 16 5033
19 9 4441
66 55 1730
22 70 1948
24 57 4915
39 54 2481
34 27 434
8 53 1292
24 73 4293
30 20 3759
5 37 75
58 14 724
35 73 3636
37 58 4095
60 37 5248
67 36 984
24 39 4743
52 16 1244
61 58 2588
44 62 1867
50 20 4157
26 14 4760
55 44 4036
1 31 2614
7 59 1846
6 46 5186
42 9 2455
3 26 3234
22 6 2806
19 22 1261
39 60 1231
45 44 1026
31 50 4134
20 23 297
52 6 2666
69 31 4556
42 33 5020
49 39 1083
59 67 2562
41 21 1924
2 41 1320
38 8 4101
54 20 4462
68 53 1361
42 44 3064
63 70 5261
63 50 3488
54 47 4171
52 28 306
45 14 4434
40 67 2567
65 21 302
51 43 1075
28 30 4235
55 28 2089
66 72 170
67 72 3870
59 8 1208
63 42 2345
16 2 2224
43 31 2203
35 27 4786
18 22 1684
68 20 2327
59 2 1412
33 56 4631
58 49 2833
44 65 842
24 72 31
34 24 3703
15 26 3286
21 68 2325
7 20 4180
66 36 788
26 4 5071
10 35 4486
30 10 3505
38 48 1482
30 46 3665
7 44 2315
40 30 1677
1 41 3479
10 9 1402
43 65 4519
31 59 1216
44 31 4881
25 11 361
46 25 385
39 17 3888
66 52 1651
34 14 2705
67 17 2555
47 68 4297
36 50 5140
2 54 1319
57 7 1289
64 25 357
42 31 3880
44 24 2892
12 14 954
46 67 833
9 66 5037
33 43 63
58 2 4132
20 12 3936
45 39 2311
38 24 4048
20 52 5195
6 19 4507
20 66 4938
48 12 3815
5 58 4983
59 4 833
37 12 1750
33 36 4747
38 42 838
9 61 3910
53 43 477
23 65 3779
32 62 1251
24 49 5161
15 17 3610
35 63 3456
38 47 489
68 57 3260
32 10 554
1 16 2903
73 12 3041
62 37 2483
54 58 4265
66 18 1324
9 49 4675
52 70 5214
73 2 762
1 17 2171
10 59 4062
60 3 57
68 36 4733
10 58 1031
24 42 2135
21 54 4178
50 65 405
35 5 1036
72 26 1806
28 17 5148
18 6 167
67 54 2674
21 64 4584
2 39 733
33 7 3604
31 33 82
6 54 5099
59 27 2053
33 70 159
48 55 3613
44 41 4331
3 50 5272
57 14 3672
19 14 4742
42 51 2589
23 14 1966
60 27 791
13 17 1560
30 47 3982
57 45 1998
53 52 1387
5 29 3976
12 27 2714
31 15 3459
24 45 348
70 19 3404
9 51 5007
38 12 3631
36 11 3221
24 60 797
51 45 4148
71 7 3327
34 52 876
52 42 4425
40 17 3154
24 40 2495
3 8 3693
30 38 4937
1 29 3645
41 19 1132
56 8 4517
65 8 4367
66 59 296
56 42 3935
48 2 1507
53 62 1926
69 4 280
24 54 725
31 29 3315
22 9 1602
7 13 1146
21 66 1300
45 47 2353
7 12 3084
56 47 4796
15 11 4942
64 14 3996
15 49 2529
64 22 5156
47 60 2398
18 9 4196
27 46 1225
4 53 5185
18 67 4779
66 3 1298
65 5 3373
73 33 3330
63 52 2466
22 39 2257
68 7 1129
15 67 2495
1 11 2983
54 60 3502
26 30 3873
72 65 3111
70 7 3419
16 67 1352
19 68 1128
70 6 423
67 35 7
5 10 3286
58 6 3722
55 13 1812
54 63 5265
43 37 0
63 40 361
3 71 3721
55 18 4600
59 70 3140
46 62 4288
8 6 3136
47 3 5305
59 14 4193
50 16 1826
30 17 5192
22 62 1603
67 60 482
14 49 4975
47 64 3574
7 8 181
61 51 4370
2 56 3957
69 62 2732
59 58 2831
8 55 4165
47 49 602
44 4 4452
23 49 3956
72 3 2105
44 18 3829
73 23 3837
26 13 4540
34 48 2394
15 65 315
24 5 4845
71 28 3385
5 53 182
45 17 2079
59 30 3568
15 9 1801
71 65 3386
16 55 2649
42 37 1090
46 55 4346
38 49 1659
63 46 504
35 43 933
45 73 130
6 14 180
35 11 3936
7 34 4131
35 68 1145
48 18 3476
57 65 993
53 40 4906
50 56 4550
72 50 4156
40 25 1922
26 11 3624
2 62 2950
59 33 3241
1 6 1317
27 7 1857
51 31 3488
3 38 996
3 65 3655
64 70 2087
21 38 2513
25 44 3249
70 55 2908
16 6 2865
25 2 1452
5 27 2574
12 23 237
57 64 2510
16 23 5210
30 73 4835
67 45 3597
2 46 1822
63 56 1168
22 37 360
29 24 1290
24 41 4531
58 29 2473
9 56 333
53 38 390
50 70 3754
31 58 2810
30 42 3981
5 54 3421
68 62 1084
17 42 2212
65 46 3769
15 52 3496
24 13 4077
56 57 26
45 37 3447
68 39 4119
22 61 1178
11 57 257
6 24 304
10 24 4237
59 48 4818
28 32 856
51 73 1134
36 16 2094
32 42 2400
21 32 3178
8 13 232
34 26 2918
66 10 3555
70 30 2169
36 37 2480
68 42 3666
7 55 1931
10 26 3081
1 28 4361
11 40 2458
42 25 2621
33 60 2658
70 69 1134
32 27 4415
73 66 2977
15 48 2841
59 19 397
55 10 2264
56 14 994
2 42 1984
8 49 963
51 70 4768
70 13 2559
29 7 623
30 48 4708
53 2 3747
38 64 2541
19 35 1740
6 29 1093
9 17 3412
47 42 706
5 40 942
48 51 2133
51 6 260
22 24 1540
9 40 947
13 64 1889
61 65 962
18 42 724
51 56 4322
44 61 4376
4 27 225
58 4 407
33 18 3817
47 66 2915
56 65 1162
17 26 4423
49 22 3635
53 37 4306
46 44 2167
17 2 4727
58 41 2894
25 37 1644
68 69 4861
37 31 3652
62 51 914
11 34 3230
69 12 5274
54 52 3199
41 12 4402
53 71 692
2 43 386
24 18 1448
35 51 4678
14 63 1396
56 29 3322
41 55 480
7 23 4775
26 41 3514
36 13 4863
40 32 627
42 14 3940
64 39 3338
36 48 3583
13 2 5120
22 60 2748
46 70 4592
53 59 3866
